,contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency,optionType,RSI,UpperBand,MiddleBand,LowerBand
506,AMD240802P00145000,2024-07-31 19:59:36+00:00,145.0,3.0,2.95,3.45,-7.3,-70.87379,27424.0,4009.0,0.5603071313476562,1.0,REGULAR,USD,P,94.23114048247237,3.269053675883157,2.0860000000000496,0.902946324116942
507,AMD240802P00146000,2024-07-31 19:59:09+00:00,146.0,3.5,3.5,3.75,-7.3999996,-67.88991,9585.0,265.0,0.53320779296875,1.0,REGULAR,USD,P,95.24307023143147,3.8521669068280464,2.5220000000000495,1.1918330931720527
508,AMD240802P00147000,2024-07-31 19:59:53+00:00,147.0,4.19,4.1,4.35,-6.81,-61.909092,10004.0,311.0,0.5285691674804689,1.0,REGULAR,USD,P,96.226724868223,4.5592144577695395,3.0320000000000498,1.5047855422305603
509,AMD240802P00148000,2024-07-31 19:43:26+00:00,148.0,4.97,4.5,5.25,-7.81,-61.11111,11160.0,76.0,0.5229539892578124,1.0,REGULAR,USD,P,96.98556741790031,5.3950718295382005,3.62000000000005,1.8449281704618992
510,AMD240802P00149000,2024-07-31 19:59:08+00:00,149.0,5.6,5.5,6.95,-6.7500005,-54.655872,8717.0,140.0,0.6618686157226563,1.0,REGULAR,USD,P,97.43437220737616,6.1429214684961995,4.25200000000005,2.361078531503902
511,AMD240802P00150000,2024-07-31 19:58:00+00:00,150.0,6.3,5.35,6.7,-6.75,-51.724136,16710.0,3955.0,0.6035195898437502,1.0,REGULAR,USD,P,97.82233126633615,6.895588667042532,4.9120000000000505,2.9284113329575687
512,AMD240802P00152500,2024-07-31 19:59:09+00:00,152.5,8.46,8.4,9.6,-6.54,-43.6,6304.0,2166.0,0.68555001953125,1.0,REGULAR,USD,P,98.55063262642537,8.815016317374274,5.9040000000000505,2.9929836826258263
513,AMD240802P00155000,2024-07-31 19:53:22+00:00,155.0,10.7,10.65,11.2,-6.3900003,-37.39029,4486.0,2381.0,0.6118202880859377,1.0,REGULAR,USD,P,98.9447685247244,11.418393144047563,7.20600000000005,2.993606855952538
514,AMD240802P00157500,2024-07-31 19:54:30+00:00,157.5,13.3,12.05,13.55,-6.2799997,-32.073544,1124.0,603.0,0.762697685546875,1.0,REGULAR,USD,P,99.21246717866484,14.559859351286596,8.872000000000051,3.184140648713507
515,AMD240802P00160000,2024-07-31 19:56:09+00:00,160.0,15.89,14.45,17.3,-6.3100004,-28.423426,974.0,3034.0,0.778322529296875,1.0,REGULAR,USD,P,99.38094379486238,17.730541154938898,10.930000000000051,4.129458845061206
516,AMD240802P00162500,2024-07-31 19:54:12+00:00,162.5,18.3,16.9,18.45,-5.700001,-23.750002,155.0,1026.0,0.905274384765625,1.0,REGULAR,USD,P,99.49022624081132,20.366430913468612,13.330000000000052,6.293569086531491
517,AMD240802P00165000,2024-07-31 19:53:49+00:00,165.0,21.2,20.3,21.9,-5.2299995,-19.788116,438.0,2023.0,1.0664109179687502,1.0,REGULAR,USD,P,99.58513259301179,23.23450351729786,15.878000000000052,8.521496482702243
518,AMD240802P00167500,2024-07-31 19:42:58+00:00,167.5,23.05,21.9,23.4,-7.1800003,-23.751242,104.0,342.0,1.0478563232421876,1.0,REGULAR,USD,P,99.63217768214714,25.377599135086953,18.34800000000005,11.318400864913146
519,AMD240802P00170000,2024-07-31 19:57:21+00:00,170.0,25.82,24.3,25.9,-5.620001,-17.87532,413.0,2891.0,1.1279340478515625,1.0,REGULAR,USD,P,99.68903752854413,27.824372910280527,20.85200000000005,13.879627089719573
520,AMD240802P00172500,2024-07-31 18:36:31+00:00,172.5,28.45,26.75,28.4,-5.450001,-16.076696,46.0,245.0,1.205082099609375,1.0,REGULAR,USD,P,99.73148035792856,30.425156845730903,23.36400000000005,16.302843154269198
521,AMD240802P00175000,2024-07-31 19:51:47+00:00,175.0,30.51,29.3,30.9,-6.99,-18.64,103.0,4058.0,1.2812535937499998,1.0,REGULAR,USD,P,99.75920351277921,32.61360280862593,25.80600000000005,18.99839719137417
522,AMD240802P00177500,2024-07-31 19:20:57+00:00,177.5,33.91,31.75,33.4,-5.540001,-14.043096,20.0,281.0,1.3535188574218748,1.0,REGULAR,USD,P,99.7965406215256,35.83559400608843,28.34800000000005,20.86040599391167
523,AMD240802P00180000,2024-07-31 19:13:42+00:00,180.0,35.64,34.3,35.9,-5.3600006,-13.073173,58.0,1133.0,1.4257841210937499,1.0,REGULAR,USD,P,99.81247386558077,37.99245325530238,30.86600000000005,23.739546744697716
524,AMD240802P00182500,2024-07-31 13:41:55+00:00,182.5,29.75,36.75,38.4,-13.349998,-30.974476,1.0,5.0,1.4960962695312499,1.0,REGULAR,USD,P,77.54646510508336,37.0317605894695,31.65200000000005,26.272239410530606
525,AMD240802P00185000,2024-07-31 16:18:42+00:00,185.0,39.69,39.25,40.9,-7.91,-16.617647,4.0,54.0,1.5644553027343748,1.0,REGULAR,USD,P,84.0236988216786,41.12586465414405,33.90000000000005,26.674135345856044
526,AMD240802P00187500,2024-07-31 14:04:08+00:00,187.5,37.05,41.75,43.4,-10.77,-22.521957,2.0,0.0,1.6308612207031248,1.0,REGULAR,USD,P,77.61932146657264,41.84983589077655,35.20800000000005,28.566164109223546
527,AMD240802P00190000,2024-07-25 19:08:10+00:00,190.0,50.9,44.3,45.9,0.0,0.0,275.0,4.0,1.6953140234375002,1.0,REGULAR,USD,P,84.35608273904705,52.5190016890679,38.60600000000005,24.692998310932204
528,AMD240802P00192500,2024-07-22 19:59:37+00:00,192.5,36.63,46.75,48.4,0.0,0.0,10.0,0.0,1.759766826171875,1.0,REGULAR,USD,P,63.2357970493579,52.569926630634306,38.80400000000005,25.038073369365797
529,AMD240802P00195000,2024-07-26 16:24:16+00:00,195.0,54.89,49.25,50.9,0.0,0.0,3.0,0.0,1.822266513671875,1.0,REGULAR,USD,P,72.66643619688584,58.991326634122146,43.83200000000005,28.672673365877955
530,AMD240802P00200000,2024-07-26 16:24:16+00:00,200.0,59.9,54.3,55.9,0.0,0.0,3.0,0.0,1.9433596582031252,1.0,REGULAR,USD,P,74.59220680646926,66.77568500425303,47.87400000000005,28.97231499574707
531,AMD240802P00205000,2024-07-17 14:01:25+00:00,205.0,40.0,59.25,60.9,0.0,0.0,1.0,0.0,2.0605517236328126,1.0,REGULAR,USD,P,57.31796203272229,66.12055730883013,48.464000000000055,30.807442691169978
532,AMD240802P00210000,2024-07-23 15:21:56+00:00,210.0,53.1,64.3,65.9,0.0,0.0,4.0,0.0,2.1738326904296876,1.0,REGULAR,USD,P,63.337112286799844,66.88805782908864,48.90400000000005,30.919942170911472
533,AMD240802P00215000,2024-07-22 18:20:35+00:00,215.0,59.5,69.25,70.9,0.0,0.0,4.0,0.0,2.2832074169921874,1.0,REGULAR,USD,P,65.8694774803033,67.93620680444165,53.47800000000005,39.01979319555845
534,AMD240802P00220000,2024-07-12 15:11:05+00:00,220.0,34.9,74.3,75.9,0.0,0.0,1.0,0.0,2.388675903320312,1.0,REGULAR,USD,P,51.223752520169405,69.964686963681,49.48000000000006,28.99531303631911
535,AMD240802P00225000,2024-07-11 16:18:23+00:00,225.0,46.68,79.25,80.95,0.0,0.0,,0.0,2.541019272460937,1.0,REGULAR,USD,P,56.241242402090485,64.4731861701351,46.836000000000055,29.19881382986502
536,AMD240802P00230000,2024-07-11 14:58:41+00:00,230.0,49.5,84.3,85.9,0.0,0.0,,0.0,2.5898472753906248,1.0,REGULAR,USD,P,57.37172626400382,65.01245956588839,48.73600000000006,32.45954043411173
537,AMD240802P00240000,2024-07-10 14:32:05+00:00,240.0,54.14,94.3,95.9,0.0,0.0,,0.0,2.777346806640625,1.0,REGULAR,USD,P,59.23772503701483,65.46299076820377,48.94400000000006,32.42500923179635
538,NVDA240802C00050000,2024-07-31 14:44:11+00:00,50.0,64.6,66.7,67.55,8.969997,16.124388,6.0,24.0,4.0937548828125,1.0,REGULAR,USD,C,63.15342266401173,69.34596109788686,49.96400000000006,30.582038902113272
539,NVDA240802C00055000,2024-07-31 14:41:45+00:00,55.0,60.0,61.2,62.8,1.9199982,3.3057818,20.0,5.0,5.0976598779296864,1.0,REGULAR,USD,C,60.405296998107815,68.17098509895257,54.98400000000006,41.79701490104755
540,NVDA240802C00060000,2024-07-30 18:28:51+00:00,60.0,52.74,56.25,57.8,7.040001,15.404817,38.0,63.0,2.3750040624999995,1.0,REGULAR,USD,C,56.24533221253609,67.0072948345698,56.19600000000006,45.384705165430326
541,NVDA240802C00065000,2024-07-31 14:17:29+00:00,65.0,49.55,51.25,52.8,8.950001,22.044338,8.0,116.0,2.1250046874999997,1.0,REGULAR,USD,C,54.47027267101937,66.99256646018537,56.20600000000006,45.41943353981474
542,NVDA240802C00070000,2024-07-31 19:35:48+00:00,70.0,46.85,46.7,47.55,12.389999,35.95473,107.0,299.0,2.58594103515625,1.0,REGULAR,USD,C,52.94717758146055,67.95633312723425,54.74800000000007,41.53966687276589
543,NVDA240802C00075000,2024-07-31 16:35:52+00:00,75.0,40.12,41.85,42.45,11.32,39.305557,421.0,756.0,2.3437541406249993,1.0,REGULAR,USD,C,49.250480029572216,62.971069479196956,49.852000000000075,36.732930520803194
544,NVDA240802C00080000,2024-07-31 18:32:13+00:00,80.0,37.2,36.85,37.45,13.300001,55.64854,233.0,961.0,2.03906740234375,1.0,REGULAR,USD,C,47.69454212835142,56.894092225111834,45.29200000000007,33.68990777488831
545,NVDA240802C00085000,2024-07-31 16:39:51+00:00,85.0,30.0,31.9,32.45,9.82,48.66204,73.0,1123.0,1.8007822460937497,1.0,REGULAR,USD,C,44.00307388870605,54.6928127093313,40.74400000000007,26.795187290668842
546,NVDA240802C00090000,2024-07-31 19:27:47+00:00,90.0,27.24,26.6,27.45,13.139999,93.19149,215.0,1722.0,0.98437515625,1.0,REGULAR,USD,C,42.64064000536546,50.380989467334366,36.282000000000075,22.183010532665783
547,NVDA240802C00091000,2024-07-31 18:36:13+00:00,91.0,25.5,25.25,26.65,10.85,74.06143,60.0,206.0,1.9462893310546878,1.0,REGULAR,USD,C,41.762737619275576,43.3920274164875,32.01200000000007,20.631972583512642
548,NVDA240802C00092000,2024-07-31 16:49:15+00:00,92.0,23.19,24.4,25.65,10.64,84.780876,49.0,217.0,0.9062509375,1.0,REGULAR,USD,C,40.56858512169846,38.28599254658148,28.626000000000072,18.96600745341866
549,NVDA240802C00093000,2024-07-31 13:43:47+00:00,93.0,22.93,23.4,24.65,11.3,97.162506,31.0,281.0,0.87500125,1.0,REGULAR,USD,C,40.42846383303651,31.052051514901272,25.77200000000007,20.491948485098867
550,NVDA240802C00094000,2024-07-31 18:05:13+00:00,94.0,23.2,22.7,23.65,12.300001,112.844055,54.0,170.0,1.3046909765624997,1.0,REGULAR,USD,C,40.65768454061509,27.799019929083947,24.41200000000007,21.024980070916193
551,NVDA240802C00095000,2024-07-31 19:44:50+00:00,95.0,22.62,21.6,22.55,13.02,135.625,209.0,938.0,1.0625046875000002,1.0,REGULAR,USD,C,40.29896269147088,25.544147854608582,23.488000000000074,21.431852145391566
552,NVDA240802C00096000,2024-07-31 17:01:28+00:00,96.0,19.23,20.35,21.7,10.23,113.66666,80.0,473.0,0.7812521875,1.0,REGULAR,USD,C,38.17868593618829,25.267746199010805,22.234000000000073,19.20025380098934
553,NVDA240802C00097000,2024-07-31 19:12:36+00:00,97.0,20.05,19.8,20.65,11.909999,146.31447,152.0,613.0,1.2070352148437498,1.0,REGULAR,USD,C,39.01452740855175,24.8787383030137,21.606000000000073,18.333261696986444
554,NVDA240802C00098000,2024-07-31 19:54:30+00:00,98.0,19.2,18.6,19.65,11.950001,164.8276,483.0,1092.0,1.01953615234375,1.0,REGULAR,USD,C,38.434436632126825,24.282490321390696,20.860000000000074,17.43750967860945
555,NVDA240802C00099000,2024-07-31 18:57:28+00:00,99.0,18.05,17.75,18.9,11.549999,177.69229,192.0,755.0,1.19141029296875,1.0,REGULAR,USD,C,37.619458882361286,22.896959406319827,19.830000000000073,16.76304059368032
556,NVDA240802C00100000,2024-07-31 19:55:32+00:00,100.0,17.19,16.9,17.75,11.51,202.64084,5285.0,18135.0,1.1347699511718752,1.0,REGULAR,USD,C,36.98781941990293,20.75324264338942,18.74400000000007,16.73475735661072
557,NVDA240802C00101000,2024-07-31 19:46:00+00:00,101.0,16.55,15.5,16.9,11.4,221.35924,401.0,1472.0,0.96289099609375,1.0,REGULAR,USD,C,36.496711819488844,20.76726239374064,18.20800000000007,15.648737606259498
558,NVDA240802C00102000,2024-07-31 19:51:08+00:00,102.0,15.38,14.8,15.7,10.88,241.77777,1779.0,4215.0,0.9570316796874999,1.0,REGULAR,USD,C,35.56698460255258,19.870939737463253,17.27400000000007,14.677060262536882
559,NVDA240802C00103000,2024-07-31 19:54:40+00:00,103.0,14.0,14.0,14.6,10.02,251.75883,2023.0,3683.0,0.9433599414062499,1.0,REGULAR,USD,C,34.45218579614265,19.066909458492475,16.23400000000007,13.401090541507664
560,NVDA240802C00104000,2024-07-31 19:57:27+00:00,104.0,13.1,13.05,13.65,9.650001,279.71017,7202.0,12303.0,0.92187578125,1.0,REGULAR,USD,C,33.710094187885005,18.29756447451448,15.244000000000067,12.190435525485656
561,NVDA240802C00105000,2024-07-31 19:59:58+00:00,105.0,12.2,12.1,12.65,9.2,306.66666,18803.0,19609.0,0.8798840136718749,1.0,REGULAR,USD,C,32.94586032681004,17.364245660626676,14.24600000000007,11.127754339373464
562,NVDA240802C00106000,2024-07-31 19:59:28+00:00,106.0,11.3,10.75,11.9,8.67,329.65778,10605.0,12465.0,0.790041162109375,1.0,REGULAR,USD,C,32.16066798680278,16.026168899556627,13.196000000000069,10.365831100443511
563,NVDA240802C00107000,2024-07-31 19:59:54+00:00,107.0,10.41,10.15,10.7,8.17,364.73218,12234.0,13350.0,0.790041162109375,1.0,REGULAR,USD,C,31.36460540655027,14.741933857410094,12.20200000000007,9.662066142590044
564,NVDA240802C00108000,2024-07-31 19:59:08+00:00,108.0,9.5,8.9,9.55,7.6,399.99997,16426.0,14950.0,0.6113320117187502,1.0,REGULAR,USD,C,30.532421211296505,13.844766996800661,11.302000000000069,8.759233003199476
565,NVDA240802C00109000,2024-07-31 19:58:50+00:00,109.0,8.55,7.75,8.8,6.96,437.7358,15114.0,17059.0,0.58789474609375,1.0,REGULAR,USD,C,29.64803404373335,12.966067598183667,10.39200000000007,7.817932401816474
566,NVDA240802C00110000,2024-07-31 19:59:58+00:00,110.0,7.55,7.35,7.7,6.23,471.96964,71196.0,56990.0,0.649417568359375,1.0,REGULAR,USD,C,28.705478281706686,12.110151053097175,9.462000000000069,6.813848946902963
567,NVDA240802C00111000,2024-07-31 19:59:33+00:00,111.0,6.8,6.3,7.0,5.7200003,529.62964,20977.0,13742.0,0.631839619140625,1.0,REGULAR,USD,C,27.986839007021747,11.157978428265572,8.562000000000069,5.966021571734565
568,NVDA240802C00112000,2024-07-31 19:59:59+00:00,112.0,5.95,5.8,6.05,5.0699997,576.1362,60669.0,30786.0,0.6533237792968751,1.0,REGULAR,USD,C,27.157043656390172,10.176471623621667,7.67000000000007,5.163528376378473
569,NVDA240802C00113000,2024-07-31 19:59:50+00:00,113.0,5.05,5.0,5.25,4.33,601.3887,58730.0,30073.0,0.6357458300781251,1.0,REGULAR,USD,C,26.26893148410079,9.214419848756819,6.7800000000000695,4.34558015124332
570,NVDA240802C00114000,2024-07-31 19:59:53+00:00,114.0,4.35,4.25,4.5,3.76,637.2882,103499.0,37939.0,0.6201209863281252,1.0,REGULAR,USD,C,25.56855472546451,8.246859336852081,5.940000000000069,3.6331406631480565
571,NVDA240802C00115000,2024-07-31 19:59:53+00:00,115.0,3.65,3.55,3.8,3.17,660.4166,205180.0,66628.0,0.6049844189453126,1.0,REGULAR,USD,C,24.854903392954782,7.398213573370972,5.1600000000000685,2.921786426629165
572,NVDA240802C00116000,2024-07-31 19:59:54+00:00,116.0,3.0,3.0,3.15,2.62,689.47345,124005.0,31772.0,0.6010782080078126,1.0,REGULAR,USD,C,24.18000818489439,6.46881608656315,4.400000000000068,2.3311839134369863
573,NVDA240802C00117000,2024-07-31 19:59:58+00:00,117.0,2.51,2.5,2.64,2.2,709.67755,95746.0,17024.0,0.6049844189453126,1.0,REGULAR,USD,C,23.658479146099417,5.534718848320493,3.7120000000000686,1.8892811516796444
574,NVDA240802C00118000,2024-07-31 19:59:58+00:00,118.0,2.03,2.01,2.11,1.77,680.7692,90704.0,21871.0,0.5927775097656252,0.0,REGULAR,USD,C,23.132137591295017,4.74938478122075,3.1080000000000685,1.4666152187793864
575,NVDA240802C00119000,2024-07-31 19:59:58+00:00,119.0,1.6,1.58,1.7,1.4,699.9998,55483.0,21445.0,0.5874064697265625,0.0,REGULAR,USD,C,22.646082142834338,3.9965214631778636,2.558000000000068,1.1194785368222726
576,NVDA240802C00120000,2024-07-31 19:59:59+00:00,120.0,1.3,1.25,1.33,1.1199999,622.2219,234398.0,87479.0,0.5839885351562499,0.0,REGULAR,USD,C,22.29411847399574,3.3118562007129784,2.0880000000000685,0.8641437992871586
577,NVDA240802C00121000,2024-07-31 19:59:52+00:00,121.0,0.97,0.96,1.05,0.83000004,592.85724,48213.0,17406.0,0.5830119824218749,0.0,REGULAR,USD,C,21.891077440616964,2.7650623250874373,1.6820000000000686,0.5989376749126998
578,NVDA240802C00122000,2024-07-31 19:59:59+00:00,122.0,0.74,0.7,0.79,0.62,516.6666,49700.0,98190.0,0.5737347314453125,0.0,REGULAR,USD,C,21.598007533420724,2.2407891322884916,1.3280000000000687,0.4152108677116457
579,NVDA240802C00123000,2024-07-31 19:59:57+00:00,123.0,0.56,0.55,0.6,0.45,409.09085,39744.0,20056.0,0.57812921875,0.0,REGULAR,USD,C,21.35703123732398,1.785702068657601,1.0340000000000689,0.2822979313425368
580,NVDA240802C00124000,2024-07-31 19:59:56+00:00,124.0,0.42,0.42,0.43,0.32999998,366.66666,23028.0,17498.0,0.5766643896484375,0.0,REGULAR,USD,C,21.159287882541612,1.420562446686457,0.7980000000000689,0.17543755331368072
581,NVDA240802C00125000,2024-07-31 19:59:59+00:00,125.0,0.29,0.3,0.31,0.21,262.5,75201.0,46764.0,0.5732464550781251,0.0,REGULAR,USD,C,20.96517272012966,1.0747650781169398,0.5960000000000688,0.11723492188319784
582,NVDA240802C00126000,2024-07-31 19:59:58+00:00,126.0,0.22,0.21,0.22,0.16,266.66666,20460.0,14115.0,0.570316796875,0.0,REGULAR,USD,C,20.85423174503989,0.8207212297487126,0.4460000000000689,0.07127877025142515
583,NVDA240802C00127000,2024-07-31 19:59:46+00:00,127.0,0.15,0.15,0.17,0.09,150.0,30197.0,16979.0,0.57617611328125,0.0,REGULAR,USD,C,20.73606248656068,0.620684130120581,0.3280000000000689,0.03531586987955676
584,NVDA240802C00128000,2024-07-31 19:59:38+00:00,128.0,0.11,0.1,0.11,0.06,120.0,18766.0,17638.0,0.56836369140625,0.0,REGULAR,USD,C,20.66400626676409,0.4575996357567123,0.2380000000000689,0.018400364243425504
585,NVDA240802C00129000,2024-07-31 19:59:48+00:00,129.0,0.08,0.07,0.08,0.029999997,59.999996,13005.0,16679.0,0.5742230078125,0.0,REGULAR,USD,C,20.606171573054983,0.3223154621977326,0.17000000000006893,0.017684537802405254
586,NVDA240802C00130000,2024-07-31 19:59:58+00:00,130.0,0.05,0.05,0.06,0.010000002,25.000004,27042.0,39997.0,0.5800823242187501,0.0,REGULAR,USD,C,20.544249017859258,0.24025396409647626,0.12200000000006894,0.0037460359036616403
587,NVDA240802C00131000,2024-07-31 19:59:29+00:00,131.0,0.05,0.04,0.05,0.020000001,66.66668,3159.0,14344.0,0.5976602734375001,0.0,REGULAR,USD,C,20.544249017859258,0.1643151362741603,0.08800000000006894,0.011684863725977573
588,NVDA240802C00132000,2024-07-31 19:55:52+00:00,132.0,0.04,0.03,0.04,0.01,33.333336,7326.0,17861.0,0.6093789062500001,0.0,REGULAR,USD,C,20.520410145612235,0.11753639514510472,0.06600000000006895,0.014463604855033167
589,NVDA240802C00133000,2024-07-31 19:58:30+00:00,133.0,0.03,0.02,0.03,-0.01,-25.0,1615.0,10543.0,0.6093789062500001,0.0,REGULAR,USD,C,20.49479930761466,0.0834664014282789,0.05000000000006895,0.016533598571859
590,NVDA240802C00134000,2024-07-31 19:58:58+00:00,134.0,0.03,0.02,0.03,0.0,0.0,2248.0,7306.0,0.64062859375,0.0,REGULAR,USD,C,20.49479930761466,0.05788854450652922,0.04000000000006894,0.022111455493608656
591,NVDA240802C00135000,2024-07-31 19:59:25+00:00,135.0,0.02,0.02,0.03,0.0,0.0,5199.0,20478.0,0.6718782812500002,0.0,REGULAR,USD,C,20.46517674551244,0.0543960786565882,0.03400000000006893,0.013603921343549666
592,NVDA240802C00136000,2024-07-31 19:57:40+00:00,136.0,0.03,0.01,0.03,0.01,50.0,645.0,10722.0,0.6875031250000001,0.0,REGULAR,USD,C,20.588784431438352,0.04264911161176426,0.030000000000068937,0.017350888388373613
593,NVDA240802C00137000,2024-07-31 19:59:21+00:00,137.0,0.02,0.01,0.03,-0.01,-33.333336,560.0,5408.0,0.710940390625,0.0,REGULAR,USD,C,20.5543829391158,0.03579796022489799,0.026000000000068933,0.016202039775239874
594,NVDA240802C00138000,2024-07-31 19:11:09+00:00,138.0,0.01,0.01,0.02,-0.01,-50.0,1248.0,6951.0,0.7187528125,0.0,REGULAR,USD,C,20.517463514058818,0.03696663036797534,0.022000000000068933,0.007033369632162527
595,NVDA240802C00139000,2024-07-31 19:05:40+00:00,139.0,0.01,0.01,0.02,-0.01,-50.0,945.0,4606.0,0.7500025,0.0,REGULAR,USD,C,20.517463514058814,0.03296663036804903,0.018000000000068933,0.003033369632088832
596,NVDA240802C00140000,2024-07-31 19:45:59+00:00,140.0,0.01,0.01,0.02,0.0,0.0,4118.0,24591.0,0.773439765625,0.0,REGULAR,USD,C,20.517463514058814,0.032000000767970396,0.01600000000006893,-7.678325301962996e-10
597,NVDA240802C00141000,2024-07-31 19:55:23+00:00,141.0,0.01,0.0,0.02,-0.01,-50.0,700.0,6887.0,0.7656273437500001,0.0,REGULAR,USD,C,20.517463514058818,0.020000001536009608,0.012000000000068931,0.003999998464128254
598,NVDA240802C00142000,2024-07-31 19:59:28+00:00,142.0,0.02,0.01,0.02,0.01,100.0,338.0,6127.0,0.8281267187499999,0.0,REGULAR,USD,C,20.709027103426195,0.0200000015360096,0.012000000000068933,0.003999998464128263
599,NVDA240802C00143000,2024-07-31 16:55:17+00:00,143.0,0.02,0.0,0.02,0.0,0.0,134.0,1433.0,0.8125018749999999,0.0,REGULAR,USD,C,20.70902710342619,0.023797960225235705,0.014000000000068933,0.004202039774902159
600,NVDA240802C00144000,2024-07-31 19:47:35+00:00,144.0,0.01,0.01,0.02,-0.01,-50.0,829.0,8237.0,0.87500125,0.0,REGULAR,USD,C,20.65130288373009,0.023797960225235705,0.014000000000068933,0.004202039774902159
601,NVDA240802C00145000,2024-07-31 19:56:03+00:00,145.0,0.01,0.0,0.02,0.0,0.0,1246.0,7092.0,0.87500125,0.0,REGULAR,USD,C,20.65130288373009,0.023797960225235705,0.014000000000068933,0.004202039774902159
602,NVDA240802C00146000,2024-07-31 19:56:03+00:00,146.0,0.01,0.01,0.02,0.0,0.0,568.0,6652.0,0.929688203125,0.0,REGULAR,USD,C,20.65130288373009,0.023797960225235705,0.014000000000068933,0.004202039774902159
603,NVDA240802C00147000,2024-07-31 16:55:11+00:00,147.0,0.01,0.0,0.01,-0.01,-50.0,1502.0,4540.0,0.8437515624999999,0.0,REGULAR,USD,C,20.65130288373009,0.020000001536009608,0.012000000000068931,0.003999998464128254
604,NVDA240802C00148000,2024-07-31 19:11:09+00:00,148.0,0.01,0.0,0.01,-0.01,-50.0,42.0,2754.0,0.87500125,0.0,REGULAR,USD,C,20.65130288373009,0.010000000000068933,0.010000000000068933,0.010000000000068933
605,NVDA240802C00149000,2024-07-31 14:54:23+00:00,149.0,0.01,0.0,0.01,-0.01,-50.0,451.0,1997.0,0.9062509375,0.0,REGULAR,USD,C,20.65130288373009,0.010000000000068933,0.010000000000068933,0.010000000000068933
606,NVDA240802C00150000,2024-07-31 19:28:42+00:00,150.0,0.01,0.0,0.01,0.0,0.0,1255.0,14319.0,0.937500625,0.0,REGULAR,USD,C,20.651302883730086,0.010000000000068933,0.010000000000068933,0.010000000000068933
607,NVDA240802C00152000,2024-07-31 19:57:55+00:00,152.0,0.01,0.0,0.01,0.0,0.0,244.0,7303.0,0.9687503125,0.0,REGULAR,USD,C,20.651302883730086,0.010000000000068933,0.010000000000068933,0.010000000000068933
608,NVDA240802C00155000,2024-07-31 18:03:09+00:00,155.0,0.01,0.0,0.01,0.0,0.0,453.0,16011.0,1.0312548437500002,0.0,REGULAR,USD,C,20.651302883730086,0.010000000000068933,0.010000000000068933,0.010000000000068933
609,NVDA240802C00160000,2024-07-31 19:16:50+00:00,160.0,0.01,0.0,0.01,0.0,0.0,435.0,20627.0,1.125004375,0.0,REGULAR,USD,C,20.65130288373009,0.010000000000068933,0.010000000000068933,0.010000000000068933
610,NVDA240802C00165000,2024-07-31 14:08:13+00:00,165.0,0.01,0.0,0.01,0.0,0.0,2251.0,8307.0,1.2500037499999999,0.0,REGULAR,USD,C,20.65130288373009,0.010000000000068933,0.010000000000068933,0.010000000000068933
611,NVDA240802C00170000,2024-07-31 18:43:22+00:00,170.0,0.01,0.0,0.0,0.0,0.0,819.0,7896.0,0.500005,0.0,REGULAR,USD,C,20.65130288373009,0.010000000000068933,0.010000000000068933,0.010000000000068933
612,NVDA240802C00175000,2024-07-31 13:50:35+00:00,175.0,0.01,0.0,0.01,0.0,0.0,712.0,32891.0,1.4375028125,0.0,REGULAR,USD,C,20.65130288373009,0.010000000000068933,0.010000000000068933,0.010000000000068933
613,NVDA240802C00180000,2024-07-31 13:37:34+00:00,180.0,0.01,0.0,0.01,0.0,0.0,2305.0,5931.0,1.5000025,0.0,REGULAR,USD,C,20.651302883730096,0.010000000000068933,0.010000000000068933,0.010000000000068933
614,NVDA240802C00185000,2024-07-31 13:39:07+00:00,185.0,0.01,0.0,0.01,0.0,0.0,2707.0,4899.0,1.625001875,0.0,REGULAR,USD,C,20.651302883730096,0.010000000000068933,0.010000000000068933,0.010000000000068933
615,NVDA240802C00190000,2024-07-31 18:06:24+00:00,190.0,0.01,0.0,0.01,0.0,0.0,1.0,11550.0,1.6875015625,0.0,REGULAR,USD,C,20.651302883730093,0.010000000000068933,0.010000000000068933,0.010000000000068933
616,NVDA240802C00195000,2024-07-30 15:06:44+00:00,195.0,0.01,0.0,0.01,0.0,0.0,10.0,90032.0,1.75000125,0.0,REGULAR,USD,C,20.651302883730093,0.010000000000068933,0.010000000000068933,0.010000000000068933
617,NVDA240802C00200000,2024-07-31 19:20:17+00:00,200.0,0.01,0.0,0.01,0.0,0.0,11.0,11213.0,1.875000625,0.0,REGULAR,USD,C,20.651302883730093,0.010000000000068933,0.010000000000068933,0.010000000000068933
618,NVDA240802C00205000,2024-07-26 18:41:55+00:00,205.0,0.01,0.0,0.01,0.0,0.0,242.0,830.0,1.9375003125,0.0,REGULAR,USD,C,20.651302883730096,0.010000000000068933,0.010000000000068933,0.010000000000068933
619,NVDA240802C00210000,2024-07-30 13:50:53+00:00,210.0,0.01,0.0,0.01,0.0,0.0,4.0,1112.0,2.000005,0.0,REGULAR,USD,C,20.651302883730093,0.010000000000068933,0.010000000000068933,0.010000000000068933
620,NVDA240802C00215000,2024-07-30 17:00:14+00:00,215.0,0.01,0.0,0.01,0.0,0.0,7.0,688.0,2.0625048437499998,0.0,REGULAR,USD,C,20.651302883730093,0.010000000000068933,0.010000000000068933,0.010000000000068933
